Time_Index,None,CA_reference_naturalgas,Biomass,CEN_reference_naturalgas,CEN_reference_uranium,MID_AT_reference_naturalgas,MID_AT_reference_uranium,NE_reference_naturalgas,NE_reference_uranium,NW_reference_naturalgas,NW_reference_uranium,N_CEN_reference_naturalgas,N_CEN_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,SW_reference_naturalgas,SW_reference_uranium,TX_reference_naturalgas,TX_reference_uranium,CA_reference_uranium
173,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
174,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
175,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
176,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
177,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
178,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
179,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
180,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
181,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
182,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
183,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
184,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
185,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
186,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
187,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
188,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
189,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
190,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
191,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
192,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
193,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
194,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
195,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
196,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
197,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
198,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
199,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
200,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
201,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
202,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
203,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
204,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
205,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
206,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
207,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
208,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
209,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
210,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
211,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
212,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
213,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
214,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
215,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
216,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
217,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
218,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
219,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
220,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
221,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
222,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
223,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
224,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
225,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
226,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
227,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
228,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
229,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
230,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
231,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
232,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
233,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
234,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
235,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
236,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
237,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
238,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
239,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
240,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
241,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
242,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
243,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
244,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
245,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
246,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
247,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
248,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
249,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
250,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
251,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
252,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
253,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
254,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
255,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
256,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
257,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
258,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
259,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
260,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
261,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
262,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
263,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
264,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
265,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
266,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
267,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
268,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
269,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
270,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
271,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
272,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
273,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
274,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
275,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
276,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
277,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
278,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
279,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
280,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
281,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
282,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
283,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
284,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
285,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
286,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
287,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
288,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
289,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
290,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
291,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
292,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
293,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
294,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
295,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
296,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
297,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
298,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
299,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
300,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
301,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
302,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
303,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
304,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
305,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
306,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
307,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
308,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
309,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
310,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
311,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
312,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
313,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
314,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
315,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
316,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
317,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
318,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
319,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
320,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
321,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
322,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
323,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
324,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
325,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
326,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
327,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
328,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
329,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
330,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
331,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
332,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
333,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
334,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
335,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
336,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
337,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
338,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
339,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
340,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
341,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
342,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
343,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
344,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
345,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
346,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
347,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
348,0,4.35,3,4.22,0.71,3.33,0.71,3.95,0.71,4.14,0.71,4.02,0.71,3.5,0.71,3.62,0.71,3.71,0.71,0.71
